Country,Culture,Language,Genre_Album,Year,SampleAudio,CatalogNumber,songurls_Album,Instrument,Distance,Outlier
Sweden,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00440/MON00440_18.mp3,MON00440_206,http://www.folkways.si.edu/saga-sjoberg/jag-tar-en-prastkrage-i-hold-a-daisy/world/music/track/smithsonian,Vocals,21.9354376556,0
Nigeria,,,World,1965.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04321/FW04321_07.mp3,FW04321_201,http://www.folkways.si.edu/ibibio-trumpet-orchestra-drummers/music-recorded-in-and-around-the-city-of-jos-and-some-other-parts-of-nigeria-ibibio-orchestra-two-selections/world/music/track/smithsonian,nan,39.5030042926,1
Nigeria,Bolewa,,World,1971.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04532/FW04532_1_13.mp3,FW04532_207,http://www.folkways.si.edu/music-of-the-bolewa-people-bolewa-dance-with-hausa-drumming/world/music/track/smithsonian,Drum,64.3890129272,1
France,,,World,1964.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08741/FW08741_03.mp3,FW08741_103,http://www.folkways.si.edu/sonia-malkine/mon-pere-avait-500-moutons/world/music/track/smithsonian,Vocals,35.8375479082,0
Sweden,,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08471/FW08471_09.mp3,FW08471_109,http://www.folkways.si.edu/gert-and-annemarie-olsson/polska-after-erlandsson-polska-efter-erlandsson/world/music/track/smithsonian,nan,49.7415642956,1
Nigeria,Idoma,,World,1969.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04221/FW04221_06.mp3,FW04221_202,http://www.folkways.si.edu/ediigwu/the-alekwu-and-chorus/world/music/track/smithsonian,Ajigo,39.089107683,1
Sweden,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00333/MON00333_01.mp3,MON00333_101,http://www.folkways.si.edu/saga-sjoberg-and-arne-dorumsgaard/mest-utav-allt-we-are-the-poor/world/music/track/smithsonian,nan,12.5456383095,0
Sweden,,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08471/FW08471_11.mp3,FW08471_202,http://www.folkways.si.edu/ake-karlsson-and-gunnar-andersson/bridal-march-from-askeryd-brudmarsch-fran-askeryd-smaland/world/music/track/smithsonian,nan,47.396093627,1
Nigeria,Idoma,,World,1969.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04221/FW04221_05.mp3,FW04221_201,http://www.folkways.si.edu/ediigwu/the-alekwu-prays/world/music/track/smithsonian,Ajigo,69.8972403916,1
Sweden,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00440/MON00440_16.mp3,MON00440_204,http://www.folkways.si.edu/erik-olaf-eriksson-karl-wennerburg-oscar-fival-and-karl-otto-westin/vingakers-valsen/world/music/track/smithsonian,Vocals,81.4000282129,1
Nigeria,Bolewa,,World,1971.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04532/FW04532_1_11.mp3,FW04532_205,http://www.folkways.si.edu/music-of-the-bolewa-people-bolewa-dance-jabalwa/world/music/track/smithsonian,nan,17.5554581317,0
France,French,,World,1963.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61397/MON61397_21.mp3,MON61397_121,http://www.folkways.si.edu/andre-claveau-and-mathe-altery/il-etait-une-bergere-there-was-a-shepardess/world/music/track/smithsonian,nan,16.9274306777,0
Sweden,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00440/MON00440_22.mp3,MON00440_210,http://www.folkways.si.edu/saga-sjoberg/vem-kan-segla-forutan-vind-who-can-sail-without-the-wind/world/music/track/smithsonian,Vocals,14.8684530269,0
Nigeria,,,World,1965.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04321/FW04321_11.mp3,FW04321_205,http://www.folkways.si.edu/male-hausa-fulani-musicians/music-recorded-in-and-around-the-city-of-jos-and-some-other-parts-of-nigeria-hausa-fulani-singers-with-dumbo/gourmi-solo/butchers-drum-medley/world/music/track/smithsonian,Dholi,13.5889782053,0
Sweden,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00440/MON00440_20.mp3,MON00440_208,http://www.folkways.si.edu/kai-soderman/lasse-lasse-liten-little-lasse/world/music/track/smithsonian,Vocals,20.696509374,0
Nigeria,Yoruba,,World,1980.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04294/FW04294_04.mp3,FW04294_104,http://www.folkways.si.edu/elewe-egungun-singers-drummers/elewe-music-esesinging-and-dancing/world/music/track/smithsonian,nan,29.2675036774,0
Nigeria,Gaanda,,World,1971.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04532/FW04532_1_07.mp3,FW04532_201,http://www.folkways.si.edu/music-of-the-gaanda-people-gaanda-flute-band/world/music/track/smithsonian,Flute,75.9845796965,1
France,,,World,1976.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08747/FW08747_09.mp3,FW08747_109,http://www.folkways.si.edu/henri-vasson/le-merle/world/music/track/smithsonian,Accordion,121.722037837,1
Nigeria,,,World,1988.0,http://media.smithsonianfolkways.org/audio/samples/hart/HRT15000/HRT15000_04.mp3,HRT15000_104,http://www.folkways.si.edu/babatunde-olatunji/oba-igbo/world/music/track/smithsonian,nan,30.934256661,1
Nigeria,Bura,,World,1971.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04532/FW04532_1_04.mp3,FW04532_104,http://www.folkways.si.edu/music-of-the-bura-people-bura-praise-singer-2/world/music/track/smithsonian,Banjo,33.3701066992,1
France,Breton,,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04014/FW04014_18.mp3,FW04014_209,http://www.folkways.si.edu/conan-family/plucking-of-the-wren-the-displuan-al-laouenig/world/music/track/smithsonian,nan,54.4316347686,1
Nigeria,,,World,1976.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08860/FW08860_02.mp3,FW08860_201,http://www.folkways.si.edu/alhaji-garba-leao/wurin-allah-muki-nema-we-want-to-be-with-god/world/music/track/smithsonian,Drum,18.8163480147,0
France,,,World,1976.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08747/FW08747_05.mp3,FW08747_105,http://www.folkways.si.edu/henri-vasson/la-bouree-de-st-flour/world/music/track/smithsonian,Accordion,123.534293998,1
France,French,,World,1963.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61397/MON61397_20.mp3,MON61397_120,http://www.folkways.si.edu/andre-claveau-and-mathe-altery/compere-guilleri-old-codger-gulleri/world/music/track/smithsonian,nan,12.3307660061,0
Norway,Sami,,World,1956.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04007/FW04007_54.mp3,FW04007_222,http://www.folkways.si.edu/aslak-bals/nils-kemi/world/music/track/smithsonian,nan,38.2523167398,0
Vietnam,Khmu,,World,1999.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40456/SFW40456_29.mp3,SFW40456_129,http://www.folkways.si.edu/ta-sen/pii-rmblaang-reedpipe/world/music/track/smithsonian,Minteki,63.7437430216,1
Norway,Sami,,World,1956.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04007/FW04007_34.mp3,FW04007_202,http://www.folkways.si.edu/inga-susanne-haetta/johan-buljo/world/music/track/smithsonian,nan,28.3901056889,0
Vietnam,,,World,1968.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW31303/FW31303_11.mp3,FW31303_111,http://www.folkways.si.edu/pham-duy/song-of-the-heroes/world/music/track/smithsonian,nan,29.588729687,0
Norway,Sami,,World,1956.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04007/FW04007_31.mp3,FW04007_131,http://www.folkways.si.edu/mathis-n-haetta/kajohande/world/music/track/smithsonian,nan,23.7141347338,0
Norway,Sami,,World,1956.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04007/FW04007_39.mp3,FW04007_207,http://www.folkways.si.edu/nils-n-haetta/leorik-keskadelo/world/music/track/smithsonian,nan,36.4553832948,0
Norway,Sami,,World,1956.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04007/FW04007_53.mp3,FW04007_221,http://www.folkways.si.edu/nils-n-eira/isak-buljo/world/music/track/smithsonian,nan,52.6045323781,0
France,French,,World,1963.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61397/MON61397_18.mp3,MON61397_118,http://www.folkways.si.edu/andre-claveau-and-mathe-altery/sur-le-pont-davignon-on-avignon-bridge/world/music/track/smithsonian,nan,15.2026632127,0
Norway,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00333/MON00333_19.mp3,MON00333_206,http://www.folkways.si.edu/saga-sjoberg-and-arne-dorumsgaard/alle-mann-hadde-fota-all-men-have-feet/world/music/track/smithsonian,nan,22.0690189282,0
Norway,,,World,1974.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71761/MON71761_08.mp3,MON71761_108,http://www.folkways.si.edu/william-clauson/per-spelman-per-the-fiddler/world/music/track/smithsonian,nan,31.0415828935,1
France,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61535/MON61535_11.mp3,MON61535_111,http://www.folkways.si.edu/yves-montand/luna-park/world/music/track/smithsonian,nan,14.3780764552,0
Norway,Sami,,World,1956.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04007/FW04007_40.mp3,FW04007_208,http://www.folkways.si.edu/nils-n-eira/anders-sara/world/music/track/smithsonian,nan,24.2032626586,0
Norway,,,World,1954.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04008/FW04008_15.mp3,FW04008_208,http://www.folkways.si.edu/gudrun-grave-norlund/roland-og-magnus-kongjen-roland-and-charlemagne/world/music/track/smithsonian,nan,22.3337971296,0
France,,,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08778/FW08778_16.mp3,FW08778_204,http://www.folkways.si.edu/lucie-de-vienne-blanc/passant-par-le-bois-en/world/music/track/smithsonian,Horn,19.6970200259,0
Norway,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00333/MON00333_09.mp3,MON00333_109,http://www.folkways.si.edu/saga-sjoberg-and-arne-dorumsgaard/eg-heiter-anne-knutsdotter-my-name-is-anne-knutsdotter/world/music/track/smithsonian,nan,12.7330133439,0
Norway,Sami,,World,1956.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04007/FW04007_03.mp3,FW04007_103,http://www.folkways.si.edu/per-henderak-haetta/pieras-mikkal/world/music/track/smithsonian,nan,49.1212596339,0
France,,,World,1976.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08602/FW08602_15.mp3,FW08602_206,http://www.folkways.si.edu/emilie-george/ode-a-cassandre/world/music/track/smithsonian,nan,25.6071662032,0
France,,,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08778/FW08778_17.mp3,FW08778_205,http://www.folkways.si.edu/lucie-de-vienne-blanc/moun-paire-me-no-lougado/world/music/track/smithsonian,Horn,26.2285158847,0
Norway,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00333/MON00333_23.mp3,MON00333_210,http://www.folkways.si.edu/saga-sjoberg-and-arne-dorumsgaard/ola-glomstulen/world/music/track/smithsonian,nan,9.46681590496,0
Norway,Sami,,World,1956.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04007/FW04007_26.mp3,FW04007_126,http://www.folkways.si.edu/inga-susanne-haetta/a-song-for-the-different-lappish-communities/world/music/track/smithsonian,nan,29.7461542682,0
France,French,,World,1963.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61397/MON61397_11.mp3,MON61397_111,http://www.folkways.si.edu/andre-claveau-and-mathe-altery/nous-nirons-plus-au-bois-well-go-no-more-to-the-woods/world/music/track/smithsonian,nan,19.0806502817,0
Norway,,,World,1974.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71761/MON71761_19.mp3,MON71761_119,http://www.folkways.si.edu/william-clauson/pal-sine-honer-paul-and-the-chicken/a-kjore-vatten-hauling-water-medley/world/music/track/smithsonian,nan,24.9797800808,0
Papua New Guinea,Bosavi,,World,2001.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40487/SFW40487_1_17.mp3,SFW40487_117,http://www.folkways.si.edu/bbk-string-band/one-time/world/music/track/smithsonian,Guitar,49.4620706405,1
Papua New Guinea,Bosavi,,World,2001.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40487/SFW40487_3_05.mp3,SFW40487_305,http://www.folkways.si.edu/halawa/ceremonial-gisalo-performed-by-halawa/world/music/track/smithsonian,nan,39.3091062474,1
Papua New Guinea,Wape,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04269/FW04269_17.mp3,FW04269_210,http://www.folkways.si.edu/kumoi-a-man-of-taute-village/lament-of-compromised-maiden/world/music/track/smithsonian,nan,26.1978526696,0
Papua New Guinea,,,World,1991.0,http://media.smithsonianfolkways.org/audio/samples/hart/HRT15009/HRT15009_08.mp3,HRT15009_108,http://www.folkways.si.edu/evening-rainstorm/world/music/track/smithsonian,nan,252.720932165,1
Papua New Guinea,Bosavi,,World,2001.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40487/SFW40487_3_13.mp3,SFW40487_313,http://www.folkways.si.edu/bosavi-men/ceremonial-iwo-song-3/world/music/track/smithsonian,nan,26.7858489041,0
Papua New Guinea,,,World,1971.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04216/FW04216_15.mp3,FW04216_115,http://www.folkways.si.edu/subam/burari-solo-flute-solo/world/music/track/smithsonian,Flute,61.7394167035,1
France,,,World,1966.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08743/FW08743_10.mp3,FW08743_205,http://www.folkways.si.edu/sonia-malkine/dans-les-prisons-de-nantes/world/music/track/smithsonian,nan,25.3996348186,0
Papua New Guinea,Bosavi,,World,2001.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40487/SFW40487_1_06.mp3,SFW40487_106,http://www.folkways.si.edu/lus-mangi-grin-neks-string-band/really-hungry/world/music/track/smithsonian,Guitar,69.222429106,1
Papua New Guinea,Wape,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04269/FW04269_19.mp3,FW04269_212,http://www.folkways.si.edu/suwe-calling-to-her-daughter-in-the-taute-village/call-to-the-forest/world/music/track/smithsonian,nan,94.2792889511,1
Uganda,,,World,2007.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40537/SFW40537_03.mp3,SFW40537_103,http://www.folkways.si.edu/meeting-point-kampala/abange-abeno-is-someone-there/world/music/track/smithsonian,nan,18.4242216569,0
Papua New Guinea,Wape,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04269/FW04269_07.mp3,FW04269_107,http://www.folkways.si.edu/men-of-the-wilkili-village/poril-demon-chants/world/music/track/smithsonian,nan,42.6174792515,1
Papua New Guinea,Bosavi,,World,2001.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40487/SFW40487_3_18.mp3,SFW40487_318,http://www.folkways.si.edu/wano-gaso-gigio-and-sowelo/ceremonial-sabio-quartet/world/music/track/smithsonian,nan,47.3160233191,1
Uganda,Nyankole,Nyankole,World,1950.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR134/ILAMTR134_06.mp3,ILAMTR134_106,http://www.folkways.si.edu/katakura/ekyomutwe-gwabarwane/track/smithsonian,Vocals,49.9381833204,0
Uganda,Luguru,Nyankole,World,1950.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR134/ILAMTR134_05.mp3,ILAMTR134_105,http://www.folkways.si.edu/martin-zomwe-and-ruguru-men/doreka-reka-obwenzi/track/smithsonian,Ensemble leader,121.322118454,1
Uganda,Ganda,Ganda,World,1950.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR136B/ILAMTR136B_03.mp3,ILAMTR136B_103,http://www.folkways.si.edu/zakaria-kasasa-endongo-za-baganda/isanyu-lya-buganda/track/smithsonian,Vocals,203.666416585,1
Papua New Guinea,Bosavi,,World,2001.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40487/SFW40487_3_07.mp3,SFW40487_307,http://www.folkways.si.edu/asiya-and-gobo/ceremonial-koluba-song-1/world/music/track/smithsonian,nan,39.0914059027,1
Uganda,Ganda,Ganda,World,1952.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR138/ILAMTR138_06.mp3,ILAMTR138_106,http://www.folkways.si.edu/temusewo-mukasa/webale-kujja/track/smithsonian,Vocals,49.7823981921,0
Uganda,Tooro,Tooro,World,1950.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR136A/ILAMTR136A_04.mp3,ILAMTR136A_104,http://www.folkways.si.edu/paulo-rwabwogo-with-tooro-men/bwasemera-obugenyi-bwamunywani-wange/track/smithsonian,Ensemble leader,62.4788849481,1
Papua New Guinea,Wape,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04269/FW04269_06.mp3,FW04269_106,http://www.folkways.si.edu/men-of-the-taute-village/wene-demon-chants/world/music/track/smithsonian,nan,29.9429277356,1
France,French,,World,1963.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61397/MON61397_09.mp3,MON61397_109,http://www.folkways.si.edu/andre-claveau-and-mathe-altery/dame-tartine-bread-and-butter-lady/world/music/track/smithsonian,nan,14.6403361846,0
Uganda,Konjo,Konjo (Uganda),World,1950.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR131B/ILAMTR131B_01.mp3,ILAMTR131B_101,http://www.folkways.si.edu/kesi-kule-and-konjo-men/malenge/track/smithsonian,Ensemble leader,99.5368888354,1
Papua New Guinea,Bosavi,,World,2001.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40487/SFW40487_3_06.mp3,SFW40487_306,http://www.folkways.si.edu/costumed-dancing-drummers/group-ceremonial-drumming-ilib-kuwo/world/music/track/smithsonian,nan,52.9758255241,1
Uganda,Chopi (Dhopaluo),Acholi,World,1950.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR130A/ILAMTR130A_02.mp3,ILAMTR130A_102,http://www.folkways.si.edu/samuiri-oduongo-and-chopi-men-and-women/drum-rhythms/track/smithsonian,Ensemble leader,77.2913881917,1
Australia,Australian Aborigine|Nyangumarda,Nyangumarda,World,1964.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04102/FW04102_19.mp3,FW04102_119,http://www.folkways.si.edu/kupangu/song-by-kupangu-6/world/music/track/smithsonian,Didjeridu,66.4017294136,1
Uganda,Nyankole,Nyankole,World,1950.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR134/ILAMTR134_01.mp3,ILAMTR134_101,http://www.folkways.si.edu/ferezi-bazamu-and-nyankole-girls/ekizina-kyabaishiri/track/smithsonian,Ensemble leader,107.320884964,1
Papua New Guinea,Bosavi,,World,2001.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40487/SFW40487_2_03.mp3,SFW40487_203,http://www.folkways.si.edu/ulahi/ulahi-sings-while-making-sago/world/music/track/smithsonian,nan,22.875128051,0
Uganda,Ganda,Ganda,World,1952.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR138/ILAMTR138_09.mp3,ILAMTR138_109,http://www.folkways.si.edu/temusewo-mukasa/omusango-gwabulere/track/smithsonian,Vocals,51.821004545,1
Uganda,,,World,2007.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40537/SFW40537_10.mp3,SFW40537_108,http://www.folkways.si.edu/bukona-womens-group/silimu-okutumala-aids-finished-us/world/music/track/smithsonian,nan,101.002528251,1
Uganda,,,World,2007.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40537/SFW40537_13.mp3,SFW40537_111,http://www.folkways.si.edu/centurio-balikoowa/abalugana-those-who-have-not-settled/world/music/track/smithsonian,nan,25.7370002721,0
Philippines,,,World,1997.0,http://media.smithsonianfolkways.org/audio/samples/hart/HRT15017/HRT15017_06.mp3,HRT15017_106,http://www.folkways.si.edu/lendungen-simfal-ihan-sibanay/reed-pipe-utom-feu/world/music/track/smithsonian,nan,90.957306795,1
Uganda,,,World,2007.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40537/SFW40537_09.mp3,SFW40537_107,http://www.folkways.si.edu/negro-angels-bamalayika/gampisi-the-hyena/world/music/track/smithsonian,nan,39.1104128492,0
Uganda,Ganda,Ganda,World,1952.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR139A/ILAMTR139A_01.mp3,ILAMTR139A_101,http://www.folkways.si.edu/group-of-ganda-musicians/osibye-otyano/track/smithsonian,Vocals,62.784866073,1
Philippines,,,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08791/FW08791_01.mp3,FW08791_101,http://www.folkways.si.edu/luz-morales/ang-gatas-at-ang-itlog-the-milk-and-the-eggs/world/music/track/smithsonian,nan,15.8833897796,0
Ukraine,,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00797/MON00797_01.mp3,MON00797_101,http://www.folkways.si.edu/kobzari/holubivna-the-dove/world/music/track/smithsonian,Accordion,40.3077720006,1
Ukraine,,,World,1961.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08705/FW08705_01.mp3,FW08705_101,http://www.folkways.si.edu/paul-konoplenko-zaporozetz/a-cossack-was-leaving-for-war/world/music/track/smithsonian,Kobza,69.4728088668,1
Philippines,,,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08791/FW08791_15.mp3,FW08791_201,http://www.folkways.si.edu/luz-morales/bahay-kubo-nipa-hut/world/music/track/smithsonian,nan,19.920922082,0
Philippines,,,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08791/FW08791_10.mp3,FW08791_110,http://www.folkways.si.edu/luz-morales/magandang-pasko-merry-christmas/world/music/track/smithsonian,nan,21.9564217536,0
Ukraine,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00462/MON00462_12.mp3,MON00462_206,http://www.folkways.si.edu/olga-pavlova-and-george-bohachevsky/viye-viter-the-song-of-the-wind/world/music/track/smithsonian,nan,15.2520731618,0
Ukraine,,,World,1995.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71301/MON71301_14.mp3,MON71301_114,http://www.folkways.si.edu/the-ukrainian-bandura-players/the-wind-blows-oi-ou-poli-viter-vye/world/music/track/smithsonian,Bandurria,20.9255201442,0
Ukraine,,,World,1995.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71301/MON71301_21.mp3,MON71301_121,http://www.folkways.si.edu/the-ukrainian-bandura-players/chuyesh-brate-mi-do-you-hear-brother/world/music/track/smithsonian,Bandurria,53.0806329967,1
Philippines,,,World,1962.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00372/MON00372_15.mp3,MON00372_205,http://www.folkways.si.edu/bayanihan-philippine-dance-company/mandayan-festival-dance/world/music/track/smithsonian,nan,43.9953055239,1
Ukraine,,,World,1951.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04443/FW04443_03.mp3,FW04443_103,http://www.folkways.si.edu/carpatho-ukrainian-village-orchestra/huculka-dance/world/music/track/smithsonian,nan,27.3349727115,0
Philippines,,,World,1997.0,http://media.smithsonianfolkways.org/audio/samples/hart/HRT15017/HRT15017_07.mp3,HRT15017_107,http://www.folkways.si.edu/galang-sbagung/song-of-the-night-bird-utom-udel-blila/world/music/track/smithsonian,nan,48.2227823772,1
Ukraine,,,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00301/MON00301_04.mp3,MON00301_104,http://www.folkways.si.edu/ukrainian-dumka-chorus/dudarik-the-fifer/world/music/track/smithsonian,Bandura,29.6861751627,1
Germany,German,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61399/MON61399_10.mp3,MON61399_110,http://www.folkways.si.edu/georg-stern-willie-hofmann-und-will-hohne/im-grunewald-ist-holzauktion-solang-noch-untern-linden-auf-der-luneberger-heide-mondnacht-auf-der-alster/world/music/track/smithsonian,nan,34.0736437812,0
Ukraine,,,World,1961.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08705/FW08705_02.mp3,FW08705_102,http://www.folkways.si.edu/paul-konoplenko-zaporozetz/the-black-cloud/world/music/track/smithsonian,Kobza,159.085686687,1
Philippines,Magindanao,,World,1955.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04536/FW04536_1_12.mp3,FW04536_112,http://www.folkways.si.edu/kulintang-player-of-basalan-gong-ensemble/sinulug-mode-on-the-kulintang/world/music/track/smithsonian,Kulintang,150.61845064,1
Ukraine,,,World,1995.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71301/MON71301_03.mp3,MON71301_103,http://www.folkways.si.edu/the-ukrainian-bandura-players/zasvistali-kozachenki-the-cossacks-are-whistling/world/music/track/smithsonian,Bandurria,53.5544833963,1
Germany,,German,World,1963.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW03072/FW03072_15.mp3,FW03072_207,http://www.folkways.si.edu/wolfgang-roth/hoert-ihr-herrn-hear-ye-kind-sirs-nachtwaechterslied-night-watchmans-call/world/music/track/smithsonian,Vocals,25.0344568945,0
Sweden,,,World,1954.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06844/FW06844_08.mp3,FW06844_203,http://www.folkways.si.edu/sven-bertil-taube/jag-gick-mig-ut-en-afton-i-went-out-one-evening/vi-ska-stalla-te-en-roliger-dans-well-get-up-a-merry-dance/world/music/track/smithsonian,nan,22.3087337693,0
Philippines,Hanunoo,Hanunoo,World,1953.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04466/FW04466_20.mp3,FW04466_120,http://www.folkways.si.edu/group-of-hanunoo-children/kudlung/world/music/track/smithsonian,Bamboo zither,145.679624599,1
Germany,German,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61399/MON61399_07.mp3,MON61399_107,http://www.folkways.si.edu/georg-stern-willie-hofmann-und-will-hohne/von-rudesheim-nach-assmannshausen-die-lorelei/world/music/track/smithsonian,nan,29.3864286074,0
Ukraine,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00392/MON00392_02.mp3,MON00392_102,http://www.folkways.si.edu/olga-pavlova/stoyit-hora-vysokaya-beneath-a-high-mountain/world/music/track/smithsonian,nan,29.6926485516,0
Germany,,,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08805/FW08805_12.mp3,FW08805_203,http://www.folkways.si.edu/erika-and-elsa-vopel/schwarzbraun-ist-die-haselnuss-hazelnuts-are-dark-brown/world/music/track/smithsonian,Vocals,35.6282948604,0
Philippines,Magindanao,,World,1955.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04536/FW04536_1_23.mp3,FW04536_123,http://www.folkways.si.edu/suling/makabimban/world/music/track/smithsonian,Suling (Musical instrument),30.9315266596,0
Germany,,,World,1956.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06922/FW06922_07.mp3,FW06922_107,http://www.folkways.si.edu/ernst-wolff/nun-ade-du-mein-lieb-heimatland/world/music/track/smithsonian,Vocals,28.5145119569,0
Germany,,,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08805/FW08805_19.mp3,FW08805_210,http://www.folkways.si.edu/erika-and-elsa-vopel/wohlauf-noch-getrunken-instrumental/world/music/track/smithsonian,Vocals,32.4914384862,1
